Date;Investor;Type;Trans;Volume;TurnOver
23/11/2011;Egyptians;Retail;Buy;40539862;129919959
23/11/2011;Egyptians;Retail;Sell;43709799;111716913
23/11/2011;Egyptians;institutions;Buy;4539857;17242661
23/11/2011;Egyptians;institutions;Sell;2890113;19278618
24/11/2011;Foreigners;Retail;Buy;232499;885889
24/11/2011;Foreigners;Retail;Sell;103359;564065
24/11/2011;Foreigners;institutions;Buy;10130581;107850064
24/11/2011;Foreigners;institutions;Sell;12520400;122311594
24/11/2011;Arabs;Retail;Buy;1829849;7461788
24/11/2011;Arabs;Retail;Sell;866185;4307620
24/11/2011;Arabs;institutions;Buy;320187;1990849
24/11/2011;Arabs;institutions;Sell;626883;3245723
24/11/2011;Egyptians;Retail;Buy;37902437;117449545
24/11/2011;Egyptians;Retail;Sell;35281525;101446627
24/11/2011;Egyptians;institutions;Buy;2465419;15483014
24/11/2011;Egyptians;institutions;Sell;3482620;19245521
29/11/2011;Foreigners;Retail;Buy;629490;7455484
29/11/2011;Foreigners;Retail;Sell;549825;2039662
29/11/2011;Foreigners;institutions;Buy;7985626;113432779
29/11/2011;Foreigners;institutions;Sell;14078184;199091354
29/11/2011;Arabs;Retail;Buy;2821699;15780437
29/11/2011;Arabs;Retail;Sell;4894862;9605419
29/11/2011;Arabs;institutions;Buy;3430604;27764193
29/11/2011;Arabs;institutions;Sell;2646029;9906800
29/11/2011;Egyptians;Retail;Buy;64333168;232860812
29/11/2011;Egyptians;Retail;Sell;55131195;161317080
29/11/2011;Egyptians;institutions;Buy;1946223;19312804
29/11/2011;Egyptians;institutions;Sell;3846715;34646194
30/11/2011;Foreigners;Retail;Buy;259175;547839
30/11/2011;Foreigners;Retail;Sell;162490;655624
30/11/2011;Foreigners;institutions;Buy;8959782;89825109
30/11/2011;Foreigners;institutions;Sell;12608467;101143068
30/11/2011;Arabs;Retail;Buy;1916024;4499059
30/11/2011;Arabs;Retail;Sell;2004574;10783188
30/11/2011;Arabs;institutions;Buy;4970465;24023490
30/11/2011;Arabs;institutions;Sell;1256529;7257612
30/11/2011;Egyptians;Retail;Buy;48581952;154376741
30/11/2011;Egyptians;Retail;Sell;49682290;150924727
30/11/2011;Egyptians;institutions;Buy;3526538;14060590
30/11/2011;Egyptians;institutions;Sell;2499586;16568609
12/01/2011;Foreigners;Retail;Buy;112300;3115241
12/01/2011;Foreigners;Retail;Sell;514826;1541061
12/01/2011;Foreigners;institutions;Buy;7847366;96839056
12/01/2011;Foreigners;institutions;Sell;10633312;112319022
12/01/2011;Arabs;Retail;Buy;1670472;7720579
12/01/2011;Arabs;Retail;Sell;2357064;12089144
12/01/2011;Arabs;institutions;Buy;1407058;5448434
12/01/2011;Arabs;institutions;Sell;1808152;11679215
12/01/2011;Egyptians;Retail;Buy;50221980;175506551
12/01/2011;Egyptians;Retail;Sell;49562704;169335720
12/01/2011;Egyptians;institutions;Buy;5423446;29354341
12/01/2011;Egyptians;institutions;Sell;1806564;11020040
12/04/2011;Foreigners;Retail;Buy;492516;1399525
12/04/2011;Foreigners;Retail;Sell;278348;2756626
12/04/2011;Foreigners;institutions;Buy;2154211;43245823
12/04/2011;Foreigners;institutions;Sell;3412356;46609828
12/04/2011;Arabs;Retail;Buy;669708;2065600
12/04/2011;Arabs;Retail;Sell;1066956;3322448
12/04/2011;Arabs;institutions;Buy;1369721;5476142
12/04/2011;Arabs;institutions;Sell;1107130;5562528
12/04/2011;Egyptians;Retail;Buy;41481947;137492139
12/04/2011;Egyptians;Retail;Sell;41006749;134723246
12/04/2011;Egyptians;institutions;Buy;1810595;10423055
12/04/2011;Egyptians;institutions;Sell;1107159;7127606
12/05/2011;Foreigners;Retail;Buy;263344;584559
12/05/2011;Foreigners;Retail;Sell;102431;2586804
12/05/2011;Foreigners;institutions;Buy;4736850;139367586
12/05/2011;Foreigners;institutions;Sell;7039008;169976704
12/05/2011;Arabs;Retail;Buy;1188265;4504442
12/05/2011;Arabs;Retail;Sell;612388;3309281
12/05/2011;Arabs;institutions;Buy;547342;8408626
12/05/2011;Arabs;institutions;Sell;493947;3096529
12/05/2011;Egyptians;Retail;Buy;31669307;125638896
12/05/2011;Egyptians;Retail;Sell;31304590;109966493
12/05/2011;Egyptians;institutions;Buy;2029682;21349528
12/05/2011;Egyptians;institutions;Sell;882426;10917824
12/06/2011;Foreigners;Retail;Buy;98550;444098
12/06/2011;Foreigners;Retail;Sell;559071;1204700
12/06/2011;Foreigners;institutions;Buy;5004614;78546912
12/06/2011;Foreigners;institutions;Sell;7983366;92832984
12/06/2011;Arabs;Retail;Buy;2151152;7772616
12/06/2011;Arabs;Retail;Sell;1065492;13993548
12/06/2011;Arabs;institutions;Buy;1035519;3141451
12/06/2011;Arabs;institutions;Sell;531108;3468843
12/06/2011;Egyptians;Retail;Buy;37677472;143382301
12/06/2011;Egyptians;Retail;Sell;37985042;129498486
12/06/2011;Egyptians;institutions;Buy;3525965;21573868
12/06/2011;Egyptians;institutions;Sell;1369193;13862685
12/07/2011;Foreigners;Retail;Buy;163970;880916
12/07/2011;Foreigners;Retail;Sell;368015;1436089
12/07/2011;Foreigners;institutions;Buy;10605427;160993476
12/07/2011;Foreigners;institutions;Sell;16203400;207371104
12/07/2011;Arabs;Retail;Buy;1885572;6452713
12/07/2011;Arabs;Retail;Sell;1843776;16472663
12/07/2011;Arabs;institutions;Buy;792676;2831661
12/07/2011;Arabs;institutions;Sell;268552;1852556
12/07/2011;Egyptians;Retail;Buy;50116575;218282195
12/07/2011;Egyptians;Retail;Sell;45269282;180741665
12/07/2011;Egyptians;institutions;Buy;2484125;25399272
12/07/2011;Egyptians;institutions;Sell;2095320;6966156
12/08/2011;Foreigners;Retail;Buy;72659;631617
12/08/2011;Foreigners;Retail;Sell;72889;443887
12/08/2011;Foreigners;institutions;Buy;1777277;25610743
12/08/2011;Foreigners;institutions;Sell;3779793;27255066
12/08/2011;Arabs;Retail;Buy;506074;2212480
12/08/2011;Arabs;Retail;Sell;1346444;24628703
12/08/2011;Arabs;institutions;Buy;547158;1371354
12/08/2011;Arabs;institutions;Sell;711185;5847759
12/08/2011;Egyptians;Retail;Buy;31990764;112443456
12/08/2011;Egyptians;Retail;Sell;30321219;96790742
12/08/2011;Egyptians;institutions;Buy;2103456;19429607
12/08/2011;Egyptians;institutions;Sell;765858;6733100
12/11/2011;Foreigners;Retail;Buy;145881;830339
12/11/2011;Foreigners;Retail;Sell;209938;2948730
12/11/2011;Foreigners;institutions;Buy;1036324;10127127
12/11/2011;Foreigners;institutions;Sell;5000613;39506103
12/11/2011;Arabs;Retail;Buy;786178;2947333
12/11/2011;Arabs;Retail;Sell;880605;2587284
12/11/2011;Arabs;institutions;Buy;391135;2555725
12/11/2011;Arabs;institutions;Sell;508115;2197191
12/11/2011;Egyptians;Retail;Buy;33162611;122616324
12/11/2011;Egyptians;Retail;Sell;30273173;97059694
12/11/2011;Egyptians;institutions;Buy;2563068;13035901
12/11/2011;Egyptians;institutions;Sell;1212753;7813747
12/12/2011;Foreigners;Retail;Buy;534434;1069853
12/12/2011;Foreigners;Retail;Sell;272786;870555
12/12/2011;Foreigners;institutions;Buy;3408666;28904420
12/12/2011;Foreigners;institutions;Sell;4498751;65913787
12/12/2011;Arabs;Retail;Buy;738598;3856808
12/12/2011;Arabs;Retail;Sell;494996;2597765
12/12/2011;Arabs;institutions;Buy;652930;5989135
12/12/2011;Arabs;institutions;Sell;384371;2749860
12/12/2011;Egyptians;Retail;Buy;36636190;146346451
12/12/2011;Egyptians;Retail;Sell;37511203;123644227
12/12/2011;Egyptians;institutions;Buy;3561873;25426919
12/12/2011;Egyptians;institutions;Sell;2370584;15817392
13/12/2011;Foreigners;Retail;Buy;58836;325552
13/12/2011;Foreigners;Retail;Sell;134250;894694
13/12/2011;Foreigners;institutions;Buy;4009683;34495075
13/12/2011;Foreigners;institutions;Sell;6131902;53092768
13/12/2011;Arabs;Retail;Buy;464624;3207707
13/12/2011;Arabs;Retail;Sell;422345;1825187
13/12/2011;Arabs;institutions;Buy;358302;5192672
13/12/2011;Arabs;institutions;Sell;121086;1954233
13/12/2011;Egyptians;Retail;Buy;27178430;99287795
13/12/2011;Egyptians;Retail;Sell;26662963;90512632
13/12/2011;Egyptians;institutions;Buy;2574065;20576886
13/12/2011;Egyptians;institutions;Sell;1171394;14806174
14/12/2011;Foreigners;Retail;Buy;23500;962250
14/12/2011;Foreigners;Retail;Sell;92840;634196
14/12/2011;Foreigners;institutions;Buy;2297723;17125206
14/12/2011;Foreigners;institutions;Sell;3428888;26565323
14/12/2011;Arabs;Retail;Buy;416775;4009642
14/12/2011;Arabs;Retail;Sell;154990;1100929
14/12/2011;Arabs;institutions;Buy;317747;307848
14/12/2011;Arabs;institutions;Sell;240120;2498244
14/12/2011;Egyptians;Retail;Buy;24320427;94299432
14/12/2011;Egyptians;Retail;Sell;23836128;85910246
14/12/2011;Egyptians;institutions;Buy;2137758;16089574
14/12/2011;Egyptians;institutions;Sell;1760964;16085015
15/12/2011;Foreigners;Retail;Buy;13305;752492
15/12/2011;Foreigners;Retail;Sell;715638;1427748
15/12/2011;Foreigners;institutions;Buy;5181959;61651292
15/12/2011;Foreigners;institutions;Sell;5218269;69148895
15/12/2011;Arabs;Retail;Buy;2032841;22598370
15/12/2011;Arabs;Retail;Sell;1214138;19932993
15/12/2011;Arabs;institutions;Buy;443208;4090570
15/12/2011;Arabs;institutions;Sell;1110625;6419501
15/12/2011;Egyptians;Retail;Buy;18083493;81200871
15/12/2011;Egyptians;Retail;Sell;18919491;71366940
15/12/2011;Egyptians;institutions;Buy;3269689;21022145
15/12/2011;Egyptians;institutions;Sell;1846334;23019662
18/12/2011;Foreigners;Retail;Buy;159300;875477
18/12/2011;Foreigners;Retail;Sell;21279;147901
18/12/2011;Foreigners;institutions;Buy;1190757;5028619
18/12/2011;Foreigners;institutions;Sell;3910593;26151790
18/12/2011;Arabs;Retail;Buy;1186747;8623323
18/12/2011;Arabs;Retail;Sell;480223;1963354
18/12/2011;Arabs;institutions;Buy;608548;2599751
18/12/2011;Arabs;institutions;Sell;540120;6847364
18/12/2011;Egyptians;Retail;Buy;37300024;117880339
18/12/2011;Egyptians;Retail;Sell;39968130;117517868
18/12/2011;Egyptians;institutions;Buy;5164770;19610666
18/12/2011;Egyptians;institutions;Sell;689801;1989898
19/12/2011;Foreigners;Retail;Buy;335052;893850
19/12/2011;Foreigners;Retail;Sell;10275;90305
19/12/2011;Foreigners;institutions;Buy;1417876;45402825
19/12/2011;Foreigners;institutions;Sell;8701797;70900712
19/12/2011;Arabs;Retail;Buy;1181696;2833084
19/12/2011;Arabs;Retail;Sell;721250;1372522
19/12/2011;Arabs;institutions;Buy;356333;3520013
19/12/2011;Arabs;institutions;Sell;239645;3805341
19/12/2011;Egyptians;Retail;Buy;26919627;83233713
19/12/2011;Egyptians;Retail;Sell;27275269;76126716
19/12/2011;Egyptians;institutions;Buy;7778866;23751478
19/12/2011;Egyptians;institutions;Sell;1041214;7339369
20/12/2011;Foreigners;Retail;Buy;428211;821550
20/12/2011;Foreigners;Retail;Sell;1100;125303
20/12/2011;Foreigners;institutions;Buy;3597255;33880954
20/12/2011;Foreigners;institutions;Sell;3764149;55094705
20/12/2011;Arabs;Retail;Buy;1477320;8487571
20/12/2011;Arabs;Retail;Sell;711971;1709449
20/12/2011;Arabs;institutions;Buy;475970;3155237
20/12/2011;Arabs;institutions;Sell;502500;2603149
20/12/2011;Egyptians;Retail;Buy;35373953;116713465
20/12/2011;Egyptians;Retail;Sell;35472672;102795062
20/12/2011;Egyptians;institutions;Buy;2751992;19873489
20/12/2011;Egyptians;institutions;Sell;3652309;20604598
21/12/2011;Foreigners;Retail;Buy;14500;83385
21/12/2011;Foreigners;Retail;Sell;11565;118488
21/12/2011;Foreigners;institutions;Buy;2553683;20029783
21/12/2011;Foreigners;institutions;Sell;6177879;37129522
21/12/2011;Arabs;Retail;Buy;1797864;3775922
21/12/2011;Arabs;Retail;Sell;1952478;13379627
21/12/2011;Arabs;institutions;Buy;1021651;11252408
21/12/2011;Arabs;institutions;Sell;1730461;7005488
21/12/2011;Egyptians;Retail;Buy;28224500;94307594
21/12/2011;Egyptians;Retail;Sell;24803355;75409824
21/12/2011;Egyptians;institutions;Buy;2306106;9840298
21/12/2011;Egyptians;institutions;Sell;1242566;6246441
22/12/2011;Foreigners;Retail;Buy;30245;305575
22/12/2011;Foreigners;Retail;Sell;62370;620746
22/12/2011;Foreigners;institutions;Buy;2295379;43921482
22/12/2011;Foreigners;institutions;Sell;10782075;93557584
22/12/2011;Arabs;Retail;Buy;1488921;3311802
22/12/2011;Arabs;Retail;Sell;550659;4947045
22/12/2011;Arabs;institutions;Buy;1980478;14098722
22/12/2011;Arabs;institutions;Sell;2883364;10804219
22/12/2011;Egyptians;Retail;Buy;39010919;121030565
22/12/2011;Egyptians;Retail;Sell;31941057;86503872
22/12/2011;Egyptians;institutions;Buy;3061424;20290773
22/12/2011;Egyptians;institutions;Sell;1647841;6525453
25/12/2011;Foreigners;Retail;Buy;34950;184181
25/12/2011;Foreigners;Retail;Sell;221318;395683
25/12/2011;Foreigners;institutions;Buy;155480;1115016
25/12/2011;Foreigners;institutions;Sell;2340461;8915986
25/12/2011;Arabs;Retail;Buy;416088;1221587
25/12/2011;Arabs;Retail;Sell;283907;834471
25/12/2011;Arabs;institutions;Buy;527858;1177478
25/12/2011;Arabs;institutions;Sell;963933;4068394
25/12/2011;Egyptians;Retail;Buy;30118302;89541052
25/12/2011;Egyptians;Retail;Sell;26847129;74513459
25/12/2011;Egyptians;institutions;Buy;1166869;5600414
25/12/2011;Egyptians;institutions;Sell;1762799;10111735
26/12/2011;Foreigners;Retail;Buy;18000;81455
26/12/2011;Foreigners;Retail;Sell;17709;141847
26/12/2011;Foreigners;institutions;Buy;179159;1046209
26/12/2011;Foreigners;institutions;Sell;1104671;5187268
26/12/2011;Arabs;Retail;Buy;3248115;2667300
26/12/2011;Arabs;Retail;Sell;348818;928159
26/12/2011;Arabs;institutions;Buy;773090;2640363
26/12/2011;Arabs;institutions;Sell;1232516;3654767
26/12/2011;Egyptians;Retail;Buy;23556530;68529350
26/12/2011;Egyptians;Retail;Sell;25078452;65891929
26/12/2011;Egyptians;institutions;Buy;2090138;12059749
26/12/2011;Egyptians;institutions;Sell;2082866;11220457
27/12/2011;Foreigners;Retail;Buy;18750;101337
27/12/2011;Foreigners;Retail;Sell;366796;485444
27/12/2011;Foreigners;institutions;Buy;1621967;15808749
27/12/2011;Foreigners;institutions;Sell;6006853;25889264
27/12/2011;Arabs;Retail;Buy;1853029;2427602
27/12/2011;Arabs;Retail;Sell;426674;896119
27/12/2011;Arabs;institutions;Buy;341954;1145602
27/12/2011;Arabs;institutions;Sell;1872207;13162043
27/12/2011;Egyptians;Retail;Buy;24882565;78462097
27/12/2011;Egyptians;Retail;Sell;20539019;68007347
27/12/2011;Egyptians;institutions;Buy;3407639;18712275
27/12/2011;Egyptians;institutions;Sell;2914355;8217445
28/12/2011;Foreigners;Retail;Buy;69698;498701
28/12/2011;Foreigners;Retail;Sell;310667;565526
28/12/2011;Foreigners;institutions;Buy;3729558;42143447
28/12/2011;Foreigners;institutions;Sell;5402277;41649393
28/12/2011;Arabs;Retail;Buy;4026640;4461121
28/12/2011;Arabs;Retail;Sell;1262187;3660636
28/12/2011;Arabs;institutions;Buy;491242;3975291
28/12/2011;Arabs;institutions;Sell;1010360;13957722
28/12/2011;Egyptians;Retail;Buy;35453945;97506584
28/12/2011;Egyptians;Retail;Sell;36098663;123294759
28/12/2011;Egyptians;institutions;Buy;2187717;45211569
28/12/2011;Egyptians;institutions;Sell;1874646;10668678
29/12/2011;Foreigners;Retail;Buy;39395;221548
29/12/2011;Foreigners;Retail;Sell;30920;235379
29/12/2011;Foreigners;institutions;Buy;1666003;26169923
29/12/2011;Foreigners;institutions;Sell;3344820;33372297
29/12/2011;Arabs;Retail;Buy;2096590;2663119
29/12/2011;Arabs;Retail;Sell;694347;6718634
29/12/2011;Arabs;institutions;Buy;570070;5504521
29/12/2011;Arabs;institutions;Sell;836230;6465366
29/12/2011;Egyptians;Retail;Buy;32026375;93217582
29/12/2011;Egyptians;Retail;Sell;33520002;95619567
29/12/2011;Egyptians;institutions;Buy;45503804;1132301795
29/12/2011;Egyptians;institutions;Sell;43475918;1117667246
01/02/2012;Foreigners;Retail;Buy;96505;330162
01/02/2012;Foreigners;Retail;Sell;100539;394966
01/02/2012;Foreigners;institutions;Buy;2725034;14332182
01/02/2012;Foreigners;institutions;Sell;3049974;16766270
01/02/2012;Arabs;Retail;Buy;1057430;1996154
01/02/2012;Arabs;Retail;Sell;345680;828267
01/02/2012;Arabs;institutions;Buy;163353;1223417
01/02/2012;Arabs;institutions;Sell;587391;1099436
01/02/2012;Egyptians;Retail;Buy;22654680;68889227
01/02/2012;Egyptians;Retail;Sell;21256311;55257612
01/02/2012;Egyptians;institutions;Buy;784134;8189781
01/02/2012;Egyptians;institutions;Sell;2141241;20614372
01/03/2012;Foreigners;Retail;Buy;4350;138198
01/03/2012;Foreigners;Retail;Sell;156352;668853
01/03/2012;Foreigners;institutions;Buy;1498885;17291858
01/03/2012;Foreigners;institutions;Sell;1915598;15715868
01/03/2012;Arabs;Retail;Buy;2238705;2866553
01/03/2012;Arabs;Retail;Sell;552952;2532280
01/03/2012;Arabs;institutions;Buy;94742;1140103
01/03/2012;Arabs;institutions;Sell;630772;3813728
01/03/2012;Egyptians;Retail;Buy;25639719;72335376
01/03/2012;Egyptians;Retail;Sell;25296883;68066848
01/03/2012;Egyptians;institutions;Buy;2108652;13387158
01/03/2012;Egyptians;institutions;Sell;3032496;16361669
01/04/2012;Foreigners;Retail;Buy;1100;39746
01/04/2012;Foreigners;Retail;Sell;4900;96866
01/04/2012;Foreigners;institutions;Buy;2708747;28771446
01/04/2012;Foreigners;institutions;Sell;2987669;26931467
01/04/2012;Arabs;Retail;Buy;324472;1097650
01/04/2012;Arabs;Retail;Sell;94865;709141
01/04/2012;Arabs;institutions;Buy;205750;749578
01/04/2012;Arabs;institutions;Sell;319181;2545759
01/04/2012;Egyptians;Retail;Buy;17795652;59267608
01/04/2012;Egyptians;Retail;Sell;17455749;58918487
01/04/2012;Egyptians;institutions;Buy;1502849;10424929
01/04/2012;Egyptians;institutions;Sell;1676206;11149236
01/05/2012;Foreigners;Retail;Buy;300;60125
01/05/2012;Foreigners;Retail;Sell;269254;310844
01/05/2012;Foreigners;institutions;Buy;1482397;19072703
01/05/2012;Foreigners;institutions;Sell;2740755;17382956
01/05/2012;Arabs;Retail;Buy;529306;1209849
01/05/2012;Arabs;Retail;Sell;524491;3158943
01/05/2012;Arabs;institutions;Buy;232800;568245
01/05/2012;Arabs;institutions;Sell;249732;2427071
01/05/2012;Egyptians;Retail;Buy;21495037;63246577
01/05/2012;Egyptians;Retail;Sell;19664575;61821644
01/05/2012;Egyptians;institutions;Buy;1545090;9778316
01/05/2012;Egyptians;institutions;Sell;1836123;8834358
01/09/2012;Foreigners;Retail;Buy;22780;180956
01/09/2012;Foreigners;Retail;Sell;490205;626532
01/09/2012;Foreigners;institutions;Buy;5569427;72541732
01/09/2012;Foreigners;institutions;Sell;5370572;59259597
01/09/2012;Arabs;Retail;Buy;784043;2290902
01/09/2012;Arabs;Retail;Sell;542422;4186935
01/09/2012;Arabs;institutions;Buy;755921;5688813
01/09/2012;Arabs;institutions;Sell;2972920;8983654
01/09/2012;Egyptians;Retail;Buy;27470690;75270563
01/09/2012;Egyptians;Retail;Sell;27291234;88543511
01/09/2012;Egyptians;institutions;Buy;3970004;14736431
01/09/2012;Egyptians;institutions;Sell;1905512;9109167
01/10/2012;Foreigners;Retail;Buy;33854;566264
01/10/2012;Foreigners;Retail;Sell;257370;577653
01/10/2012;Foreigners;institutions;Buy;13243037;90180672
01/10/2012;Foreigners;institutions;Sell;10488554;104954200
01/10/2012;Arabs;Retail;Buy;1268300;5139496
01/10/2012;Arabs;Retail;Sell;995371;4273133
01/10/2012;Arabs;institutions;Buy;694259;6903035
01/10/2012;Arabs;institutions;Sell;1705253;9983988
01/10/2012;Egyptians;Retail;Buy;37126337;129678718
01/10/2012;Egyptians;Retail;Sell;39621345;112811557
01/10/2012;Egyptians;institutions;Buy;4426061;25637253
01/10/2012;Egyptians;institutions;Sell;3723955;25504909
01/11/2012;Foreigners;Retail;Buy;681000;3023335
01/11/2012;Foreigners;Retail;Sell;91500;1049703
01/11/2012;Foreigners;institutions;Buy;4070518;45027445
01/11/2012;Foreigners;institutions;Sell;4856887;44102029
01/11/2012;Arabs;Retail;Buy;3417496;5045190
01/11/2012;Arabs;Retail;Sell;1438247;11549174
01/11/2012;Arabs;institutions;Buy;1089141;3360867
01/11/2012;Arabs;institutions;Sell;1967698;7087198
01/11/2012;Egyptians;Retail;Buy;42055561;103115052
01/11/2012;Egyptians;Retail;Sell;42325226;102171269
01/11/2012;Egyptians;institutions;Buy;4631711;21106874
01/11/2012;Egyptians;institutions;Sell;5265869;14719390
01/12/2012;Foreigners;Retail;Buy;101400;400357
01/12/2012;Foreigners;Retail;Sell;128449;366179
01/12/2012;Foreigners;institutions;Buy;8705249;76600921
01/12/2012;Foreigners;institutions;Sell;3982905;35104552
01/12/2012;Arabs;Retail;Buy;603102;2768445
01/12/2012;Arabs;Retail;Sell;5699548;28036337
01/12/2012;Arabs;institutions;Buy;542758;3608209
01/12/2012;Arabs;institutions;Sell;2546130;19955781
01/12/2012;Egyptians;Retail;Buy;43680755;116472771
01/12/2012;Egyptians;Retail;Sell;41572277;118297432
01/12/2012;Egyptians;institutions;Buy;4792228;20902280
01/12/2012;Egyptians;institutions;Sell;4496183;18992703
15/01/2012;Foreigners;Retail;Buy;97789;488558
15/01/2012;Foreigners;Retail;Sell;156600;729450
15/01/2012;Foreigners;institutions;Buy;5314945;35882927
15/01/2012;Foreigners;institutions;Sell;2338553;20668822
15/01/2012;Arabs;Retail;Buy;1431909;4789945
15/01/2012;Arabs;Retail;Sell;1067477;5004024
15/01/2012;Arabs;institutions;Buy;1349867;7864758
15/01/2012;Arabs;institutions;Sell;1809498;8331106
15/01/2012;Egyptians;Retail;Buy;39394316;118197112
15/01/2012;Egyptians;Retail;Sell;41888019;132388379
15/01/2012;Egyptians;institutions;Buy;2828899;18081024
15/01/2012;Egyptians;institutions;Sell;3157578;18182543
16/01/2012;Foreigners;Retail;Buy;423900;1522046
16/01/2012;Foreigners;Retail;Sell;218130;1761152
16/01/2012;Foreigners;institutions;Buy;5884026;47022623
16/01/2012;Foreigners;institutions;Sell;3930595;30552347
16/01/2012;Arabs;Retail;Buy;1324489;3889800
16/01/2012;Arabs;Retail;Sell;1050895;4256340
16/01/2012;Arabs;institutions;Buy;647854;3627984
16/01/2012;Arabs;institutions;Sell;687037;4265372
16/01/2012;Egyptians;Retail;Buy;45990902;116770123
16/01/2012;Egyptians;Retail;Sell;49213404;142389848
16/01/2012;Egyptians;institutions;Buy;7748038;39904759
16/01/2012;Egyptians;institutions;Sell;6919148;29512275
17/01/2012;Foreigners;Retail;Buy;344385;738845
17/01/2012;Foreigners;Retail;Sell;496500;1271608
17/01/2012;Foreigners;institutions;Buy;10844336;69210898
17/01/2012;Foreigners;institutions;Sell;3753524;39265689
17/01/2012;Arabs;Retail;Buy;1048530;3780380
17/01/2012;Arabs;Retail;Sell;1387552;8493333
17/01/2012;Arabs;institutions;Buy;1184206;3133400
17/01/2012;Arabs;institutions;Sell;917967;5504912
17/01/2012;Egyptians;Retail;Buy;53605363;151201571
17/01/2012;Egyptians;Retail;Sell;64116077;175690102
17/01/2012;Egyptians;institutions;Buy;7749775;30408569
17/01/2012;Egyptians;institutions;Sell;4104975;28248019
18/01/2012;Foreigners;Retail;Buy;864585;1647376
18/01/2012;Foreigners;Retail;Sell;374562;2102019
18/01/2012;Foreigners;institutions;Buy;11426951;91280336
18/01/2012;Foreigners;institutions;Sell;8134161;71073758
18/01/2012;Arabs;Retail;Buy;2012047;5464608
18/01/2012;Arabs;Retail;Sell;2460697;12193926
18/01/2012;Arabs;institutions;Buy;595609;5290301
18/01/2012;Arabs;institutions;Sell;648472;13273890
18/01/2012;Egyptians;Retail;Buy;48426898;138914281
18/01/2012;Egyptians;Retail;Sell;54633445;158418501
18/01/2012;Egyptians;institutions;Buy;6525558;44521241
18/01/2012;Egyptians;institutions;Sell;3600311;30056050
19/01/2012;Foreigners;Retail;Buy;631384;1787364
19/01/2012;Foreigners;Retail;Sell;54276;1566626
19/01/2012;Foreigners;institutions;Buy;12019381;76468988
19/01/2012;Foreigners;institutions;Sell;10332847;57205144
19/01/2012;Arabs;Retail;Buy;614259;2306570
19/01/2012;Arabs;Retail;Sell;657679;5204191
19/01/2012;Arabs;institutions;Buy;886832;5001756
19/01/2012;Arabs;institutions;Sell;1430454;10372652
19/01/2012;Egyptians;Retail;Buy;41449990;118943930
19/01/2012;Egyptians;Retail;Sell;44912362;136595345
19/01/2012;Egyptians;institutions;Buy;4645472;37805795
19/01/2012;Egyptians;institutions;Sell;2859700;31370445
22/01/2012;Foreigners;Retail;Buy;252615;594158
22/01/2012;Foreigners;Retail;Sell;483222;1517621
22/01/2012;Foreigners;institutions;Buy;56226286;187560922
22/01/2012;Foreigners;institutions;Sell;22320508;85598464
22/01/2012;Arabs;Retail;Buy;2298890;4138443
22/01/2012;Arabs;Retail;Sell;15151987;37741253
22/01/2012;Arabs;institutions;Buy;8964655;20708978
22/01/2012;Arabs;institutions;Sell;10477422;21395252
22/01/2012;Egyptians;Retail;Buy;67811120;114164394
22/01/2012;Egyptians;Retail;Sell;69712079;168947888
22/01/2012;Egyptians;institutions;Buy;10593283;30576961
22/01/2012;Egyptians;institutions;Sell;28001631;42543378
23/01/2012;Foreigners;Retail;Buy;462482;2819646
23/01/2012;Foreigners;Retail;Sell;173550;697923
23/01/2012;Foreigners;institutions;Buy;15930007;66756394
23/01/2012;Foreigners;institutions;Sell;11631941;58408571
23/01/2012;Arabs;Retail;Buy;3506776;15622424
23/01/2012;Arabs;Retail;Sell;1077970;2593604
23/01/2012;Arabs;institutions;Buy;1534828;5225296
23/01/2012;Arabs;institutions;Sell;3532226;13352132
23/01/2012;Egyptians;Retail;Buy;50395235;112282179
23/01/2012;Egyptians;Retail;Sell;47642939;124892539
23/01/2012;Egyptians;institutions;Buy;5868826;29388220
23/01/2012;Egyptians;institutions;Sell;13639528;32149389
24/01/2012;Foreigners;Retail;Buy;1006241;3461583
24/01/2012;Foreigners;Retail;Sell;500531;1388490
24/01/2012;Foreigners;institutions;Buy;48581285;195136507
24/01/2012;Foreigners;institutions;Sell;34589440;137093650
24/01/2012;Arabs;Retail;Buy;3740984;7768268
24/01/2012;Arabs;Retail;Sell;2137967;24419801
24/01/2012;Arabs;institutions;Buy;1360377;8229106
24/01/2012;Arabs;institutions;Sell;4545843;35500266
24/01/2012;Egyptians;Retail;Buy;89855080;216655977
24/01/2012;Egyptians;Retail;Sell;96427017;244054241
24/01/2012;Egyptians;institutions;Buy;9355410;62909508
24/01/2012;Egyptians;institutions;Sell;15698579;51704500
26/01/2012;Foreigners;Retail;Buy;954161;6239083
26/01/2012;Foreigners;Retail;Sell;1593537;4269008
26/01/2012;Foreigners;institutions;Buy;23472374;202082136
26/01/2012;Foreigners;institutions;Sell;19864684;148117510
26/01/2012;Arabs;Retail;Buy;3339722;9623816
26/01/2012;Arabs;Retail;Sell;5922571;23006168
26/01/2012;Arabs;institutions;Buy;4094916;27312617
26/01/2012;Arabs;institutions;Sell;4209890;23619375
26/01/2012;Egyptians;Retail;Buy;112394681;298457829
26/01/2012;Egyptians;Retail;Sell;109634885;338485169
26/01/2012;Egyptians;institutions;Buy;10354223;110445907
