Date;Investor;Type;Trans;Volume;TurnOver
25/12/2014;Egyptians;institutions;Buy;16224299;57079189
25/12/2014;Egyptians;institutions;Sell;15092465;75882647
28/12/2014;Foreigners;Retail;Buy;389821;1545154
28/12/2014;Foreigners;Retail;Sell;1659500;3790128
28/12/2014;Foreigners;institutions;Buy;8861767;94289417
28/12/2014;Foreigners;institutions;Sell;4391105;19392441
28/12/2014;Arabs;Retail;Buy;3678006;11421000
28/12/2014;Arabs;Retail;Sell;7403888;16848964
28/12/2014;Arabs;institutions;Buy;1091944;5023769
28/12/2014;Arabs;institutions;Sell;1145995;8576967
28/12/2014;Egyptians;Retail;Buy;89197405;259045141
28/12/2014;Egyptians;Retail;Sell;88291761;241489790
28/12/2014;Egyptians;institutions;Buy;14694905;40457482
28/12/2014;Egyptians;institutions;Sell;15021599;121683672
29/12/2014;Foreigners;Retail;Buy;249190;1197213
29/12/2014;Foreigners;Retail;Sell;730850;1801521
29/12/2014;Foreigners;institutions;Buy;21585851;226869545
29/12/2014;Foreigners;institutions;Sell;26745584;221494405
29/12/2014;Arabs;Retail;Buy;12583931;31245045
29/12/2014;Arabs;Retail;Sell;14138522;30115833
29/12/2014;Arabs;institutions;Buy;4563727;20798030
29/12/2014;Arabs;institutions;Sell;2411809;17709840
29/12/2014;Egyptians;Retail;Buy;138452023;415425727
29/12/2014;Egyptians;Retail;Sell;152092798;461630610
29/12/2014;Egyptians;institutions;Buy;36103014;143851848
29/12/2014;Egyptians;institutions;Sell;17418173;106635199
30/12/2014;Foreigners;Retail;Buy;1175181;2748433
30/12/2014;Foreigners;Retail;Sell;623541;2203935
30/12/2014;Foreigners;institutions;Buy;11456599;110178026
30/12/2014;Foreigners;institutions;Sell;17395085;71135526
30/12/2014;Arabs;Retail;Buy;8811936;26920082
30/12/2014;Arabs;Retail;Sell;12422408;34058751
30/12/2014;Arabs;institutions;Buy;1818990;11121909
30/12/2014;Arabs;institutions;Sell;4042507;29343999
30/12/2014;Egyptians;Retail;Buy;166907851;440261712
30/12/2014;Egyptians;Retail;Sell;151909194;414731248
30/12/2014;Egyptians;institutions;Buy;19321292;65771728
30/12/2014;Egyptians;institutions;Sell;23099114;105528430
31/12/2014;Foreigners;Retail;Buy;1057095;2851060
31/12/2014;Foreigners;Retail;Sell;333775;970154
31/12/2014;Foreigners;institutions;Buy;9089926;169599148
31/12/2014;Foreigners;institutions;Sell;5864372;142690793
31/12/2014;Arabs;Retail;Buy;5759096;13477178
31/12/2014;Arabs;Retail;Sell;8171010;20337118
31/12/2014;Arabs;institutions;Buy;2411012;9515591
31/12/2014;Arabs;institutions;Sell;1685043;10497955
31/12/2014;Egyptians;Retail;Buy;129940655;404482432
31/12/2014;Egyptians;Retail;Sell;120021458;386956449
31/12/2014;Egyptians;institutions;Buy;12700909;78316092
31/12/2014;Egyptians;institutions;Sell;24883035;116789031
01/04/2015;Foreigners;Retail;Buy;1160679;4795757
01/04/2015;Foreigners;Retail;Sell;153800;728918
01/04/2015;Foreigners;institutions;Buy;4340562;72421770
01/04/2015;Foreigners;institutions;Sell;35841281;522358629
01/04/2015;Arabs;Retail;Buy;6665489;65869513
01/04/2015;Arabs;Retail;Sell;2767404;7000401
01/04/2015;Arabs;institutions;Buy;4805742;67910346
01/04/2015;Arabs;institutions;Sell;373000;2158436
01/04/2015;Egyptians;Retail;Buy;90428876;427887649
01/04/2015;Egyptians;Retail;Sell;65621692;173598681
01/04/2015;Egyptians;institutions;Buy;11822424;108725093
01/04/2015;Egyptians;institutions;Sell;14466595;41765063
01/05/2015;Foreigners;Retail;Buy;873771;2274481
01/05/2015;Foreigners;Retail;Sell;877200;2447968
01/05/2015;Foreigners;institutions;Buy;3617800;88310601
01/05/2015;Foreigners;institutions;Sell;7546607;113748576
01/05/2015;Arabs;Retail;Buy;7325228;20201221
01/05/2015;Arabs;Retail;Sell;3649205;13361316
01/05/2015;Arabs;institutions;Buy;1994221;9479277
01/05/2015;Arabs;institutions;Sell;1058992;4689411
01/05/2015;Egyptians;Retail;Buy;103523221;302228497
01/05/2015;Egyptians;Retail;Sell;108480293;300611217
01/05/2015;Egyptians;institutions;Buy;15206720;83882374
01/05/2015;Egyptians;institutions;Sell;10928664;71517964
01/06/2015;Foreigners;Retail;Buy;779415;1744742
01/06/2015;Foreigners;Retail;Sell;656250;1483772
01/06/2015;Foreigners;institutions;Buy;6573049;93046919
01/06/2015;Foreigners;institutions;Sell;5325635;85048839
01/06/2015;Arabs;Retail;Buy;4407937;9962661
01/06/2015;Arabs;Retail;Sell;11496759;25710294
01/06/2015;Arabs;institutions;Buy;919854;6468264
01/06/2015;Arabs;institutions;Sell;1168000;6966815
01/06/2015;Egyptians;Retail;Buy;124854718;339820157
01/06/2015;Egyptians;Retail;Sell;113583770;306796174
01/06/2015;Egyptians;institutions;Buy;11711302;61504649
01/06/2015;Egyptians;institutions;Sell;17015861;86541499
01/08/2015;Foreigners;Retail;Buy;348250;974656
01/08/2015;Foreigners;Retail;Sell;749442;2031655
01/08/2015;Foreigners;institutions;Buy;9017636;183625336
01/08/2015;Foreigners;institutions;Sell;6086450;186714904
01/08/2015;Arabs;Retail;Buy;11093852;42430388
01/08/2015;Arabs;Retail;Sell;7460333;18363147
01/08/2015;Arabs;institutions;Buy;987194;4554406
01/08/2015;Arabs;institutions;Sell;682777;5733818
01/08/2015;Egyptians;Retail;Buy;83158852;252143703
01/08/2015;Egyptians;Retail;Sell;85687749;237074368
01/08/2015;Egyptians;institutions;Buy;5236482;39333078
01/08/2015;Egyptians;institutions;Sell;9175515;73143676
01/11/2015;Foreigners;Retail;Buy;459830;1009956
01/11/2015;Foreigners;Retail;Sell;532329;1796301
01/11/2015;Foreigners;institutions;Buy;858421;8838459
01/11/2015;Foreigners;institutions;Sell;1284156;18895700
01/11/2015;Arabs;Retail;Buy;4030405;8119059
01/11/2015;Arabs;Retail;Sell;6920026;13964346
01/11/2015;Arabs;institutions;Buy;613450;1670418
01/11/2015;Arabs;institutions;Sell;402322;2239728
01/11/2015;Egyptians;Retail;Buy;59575789;164203686
01/11/2015;Egyptians;Retail;Sell;57100811;157116901
01/11/2015;Egyptians;institutions;Buy;6803772;31393257
01/11/2015;Egyptians;institutions;Sell;6102023;21221858
01/12/2015;Foreigners;Retail;Buy;627802;1827939
01/12/2015;Foreigners;Retail;Sell;809930;2943225
01/12/2015;Foreigners;institutions;Buy;10817428;152837238
01/12/2015;Foreigners;institutions;Sell;4702841;125030922
01/12/2015;Arabs;Retail;Buy;5563813;24516901
01/12/2015;Arabs;Retail;Sell;7929612;23273386
01/12/2015;Arabs;institutions;Buy;892107;12032118
01/12/2015;Arabs;institutions;Sell;1064948;9138515
01/12/2015;Egyptians;Retail;Buy;112692279;334421312
01/12/2015;Egyptians;Retail;Sell;121391834;401564909
01/12/2015;Egyptians;institutions;Buy;16334164;86463543
01/12/2015;Egyptians;institutions;Sell;11028428;50148095
13/01/2015;Foreigners;Retail;Buy;815615;3561740
13/01/2015;Foreigners;Retail;Sell;690207;2356286
13/01/2015;Foreigners;institutions;Buy;6572430;134152968
13/01/2015;Foreigners;institutions;Sell;8397770;165323712
13/01/2015;Arabs;Retail;Buy;11680204;30189886
13/01/2015;Arabs;Retail;Sell;14513691;37544321
13/01/2015;Arabs;institutions;Buy;2975884;33990924
13/01/2015;Arabs;institutions;Sell;1559294;12108564
13/01/2015;Egyptians;Retail;Buy;110587755;405082649
13/01/2015;Egyptians;Retail;Sell;145562735;532927428
13/01/2015;Egyptians;institutions;Buy;51104849;229766541
13/01/2015;Egyptians;institutions;Sell;13013040;86484397
14/01/2015;Foreigners;Retail;Buy;1287559;4877170
14/01/2015;Foreigners;Retail;Sell;958950;4402590
14/01/2015;Foreigners;institutions;Buy;7187277;120853865
14/01/2015;Foreigners;institutions;Sell;5211239;87620524
14/01/2015;Arabs;Retail;Buy;9916540;26222460
14/01/2015;Arabs;Retail;Sell;9648114;35516466
14/01/2015;Arabs;institutions;Buy;1304387;9902010
14/01/2015;Arabs;institutions;Sell;1361735;36008785
14/01/2015;Egyptians;Retail;Buy;134594345;483503422
14/01/2015;Egyptians;Retail;Sell;160726342;574522195
14/01/2015;Egyptians;institutions;Buy;41957313;236272105
14/01/2015;Egyptians;institutions;Sell;18341041;143560474
15/01/2015;Foreigners;Retail;Buy;672970;4251575
15/01/2015;Foreigners;Retail;Sell;1032931;5179890
15/01/2015;Foreigners;institutions;Buy;18866229;995704928
15/01/2015;Foreigners;institutions;Sell;16063111;667154855
15/01/2015;Arabs;Retail;Buy;9093629;29599775
15/01/2015;Arabs;Retail;Sell;6911191;30667204
15/01/2015;Arabs;institutions;Buy;1716531;12382536
15/01/2015;Arabs;institutions;Sell;5408646;43176622
15/01/2015;Egyptians;Retail;Buy;130825778;575359611
15/01/2015;Egyptians;Retail;Sell;138413570;598994654
15/01/2015;Egyptians;institutions;Buy;23203041;210226415
15/01/2015;Egyptians;institutions;Sell;16548729;482351615
18/01/2015;Foreigners;Retail;Buy;367400;2723637
18/01/2015;Foreigners;Retail;Sell;703800;3292715
18/01/2015;Foreigners;institutions;Buy;2584695;32335860
18/01/2015;Foreigners;institutions;Sell;1042027;27853080
18/01/2015;Arabs;Retail;Buy;8939718;22039919
18/01/2015;Arabs;Retail;Sell;8727663;28556684
18/01/2015;Arabs;institutions;Buy;633281;4241380
18/01/2015;Arabs;institutions;Sell;1758414;13474430
18/01/2015;Egyptians;Retail;Buy;62788668;274597195
18/01/2015;Egyptians;Retail;Sell;62328915;265687663
18/01/2015;Egyptians;institutions;Buy;8367032;55912240
18/01/2015;Egyptians;institutions;Sell;9119975;52985659
19/01/2015;Foreigners;Retail;Buy;678030;2948314
19/01/2015;Foreigners;Retail;Sell;1148361;4705669
19/01/2015;Foreigners;institutions;Buy;7420693;95176545
19/01/2015;Foreigners;institutions;Sell;20039860;166819647
19/01/2015;Arabs;Retail;Buy;7251925;34987463
19/01/2015;Arabs;Retail;Sell;11318997;42061043
19/01/2015;Arabs;institutions;Buy;1244191;14615598
19/01/2015;Arabs;institutions;Sell;4644726;18860678
19/01/2015;Egyptians;Retail;Buy;99661780;437584546
19/01/2015;Egyptians;Retail;Sell;86881458;391521570
19/01/2015;Egyptians;institutions;Buy;18196259;118186413
19/01/2015;Egyptians;institutions;Sell;10419476;79530272
20/01/2015;Foreigners;Retail;Buy;584578;4376084
20/01/2015;Foreigners;Retail;Sell;1400698;6274553
20/01/2015;Foreigners;institutions;Buy;16186435;98246242
20/01/2015;Foreigners;institutions;Sell;7040741;105381762
20/01/2015;Arabs;Retail;Buy;22979151;64138769
20/01/2015;Arabs;Retail;Sell;12572092;46373980
20/01/2015;Arabs;institutions;Buy;6703510;83349753
20/01/2015;Arabs;institutions;Sell;2033149;14241334
20/01/2015;Egyptians;Retail;Buy;126715942;500767913
20/01/2015;Egyptians;Retail;Sell;166616974;614421169
20/01/2015;Egyptians;institutions;Buy;37296291;172739809
20/01/2015;Egyptians;institutions;Sell;20802253;136925773
21/01/2015;Foreigners;Retail;Buy;527200;1082871
21/01/2015;Foreigners;Retail;Sell;1109229;2499439
21/01/2015;Foreigners;institutions;Buy;9041322;47588770
21/01/2015;Foreigners;institutions;Sell;2370870;51547349
21/01/2015;Arabs;Retail;Buy;6615978;19881051
21/01/2015;Arabs;Retail;Sell;6802057;25361517
21/01/2015;Arabs;institutions;Buy;2596006;29213589
21/01/2015;Arabs;institutions;Sell;378800;826954
21/01/2015;Egyptians;Retail;Buy;72373569;211808728
21/01/2015;Egyptians;Retail;Sell;83690853;237755078
21/01/2015;Egyptians;institutions;Buy;11273267;54017323
21/01/2015;Egyptians;institutions;Sell;8075533;45601994
22/01/2015;Foreigners;Retail;Buy;1911151;3487847
22/01/2015;Foreigners;Retail;Sell;517818;3003923
22/01/2015;Foreigners;institutions;Buy;9408489;110708613
22/01/2015;Foreigners;institutions;Sell;5772852;100399879
22/01/2015;Arabs;Retail;Buy;14444532;60848302
22/01/2015;Arabs;Retail;Sell;12689900;37626911
22/01/2015;Arabs;institutions;Buy;8147262;46080053
22/01/2015;Arabs;institutions;Sell;3474048;22544573
22/01/2015;Egyptians;Retail;Buy;158276609;501934500
22/01/2015;Egyptians;Retail;Sell;170580499;561356249
22/01/2015;Egyptians;institutions;Buy;19603465;110889929
22/01/2015;Egyptians;institutions;Sell;18756391;109017709
26/01/2015;Foreigners;Retail;Buy;1140951;2122301
26/01/2015;Foreigners;Retail;Sell;283687;1564062
26/01/2015;Foreigners;institutions;Buy;7791704;272770040
26/01/2015;Foreigners;institutions;Sell;15794020;262456077
26/01/2015;Arabs;Retail;Buy;5139931;18855711
26/01/2015;Arabs;Retail;Sell;4456479;15583712
26/01/2015;Arabs;institutions;Buy;1069620;5433051
26/01/2015;Arabs;institutions;Sell;1957680;31242197
26/01/2015;Egyptians;Retail;Buy;101698382;364601193
26/01/2015;Egyptians;Retail;Sell;90481691;336992578
26/01/2015;Egyptians;institutions;Buy;11524153;90315729
26/01/2015;Egyptians;institutions;Sell;15391184;106259400
27/01/2015;Foreigners;Retail;Buy;589890;3039006
27/01/2015;Foreigners;Retail;Sell;2083264;6349856
27/01/2015;Foreigners;institutions;Buy;17869497;147220720
27/01/2015;Foreigners;institutions;Sell;10154322;161574030
27/01/2015;Arabs;Retail;Buy;8531437;34595380
27/01/2015;Arabs;Retail;Sell;12243671;37724921
27/01/2015;Arabs;institutions;Buy;5955791;28427195
27/01/2015;Arabs;institutions;Sell;1831659;15471813
27/01/2015;Egyptians;Retail;Buy;127187549;478291162
27/01/2015;Egyptians;Retail;Sell;125894853;513502760
27/01/2015;Egyptians;institutions;Buy;18841019;191717773
27/01/2015;Egyptians;institutions;Sell;26767414;148667856
28/01/2015;Foreigners;Retail;Buy;878150;2178829
28/01/2015;Foreigners;Retail;Sell;1374630;4052732
28/01/2015;Foreigners;institutions;Buy;12194964;197651820
28/01/2015;Foreigners;institutions;Sell;9609429;250632251
28/01/2015;Arabs;Retail;Buy;3938601;18863998
28/01/2015;Arabs;Retail;Sell;3095367;18496397
28/01/2015;Arabs;institutions;Buy;5310348;24966878
28/01/2015;Arabs;institutions;Sell;673063;10261315
28/01/2015;Egyptians;Retail;Buy;112573286;441348309
28/01/2015;Egyptians;Retail;Sell;121130433;429851270
28/01/2015;Egyptians;institutions;Buy;14569035;138963734
28/01/2015;Egyptians;institutions;Sell;13581462;110679602
29/01/2015;Foreigners;Retail;Buy;1345250;3476274
29/01/2015;Foreigners;Retail;Sell;949130;3429797
29/01/2015;Foreigners;institutions;Buy;9119735;93725348
29/01/2015;Foreigners;institutions;Sell;14656856;119309101
29/01/2015;Arabs;Retail;Buy;5602421;22945756
29/01/2015;Arabs;Retail;Sell;4413928;17429336
29/01/2015;Arabs;institutions;Buy;2748670;17500267
29/01/2015;Arabs;institutions;Sell;3779706;11974374
29/01/2015;Egyptians;Retail;Buy;106078121;372208385
29/01/2015;Egyptians;Retail;Sell;101318679;358183481
29/01/2015;Egyptians;institutions;Buy;13344799;81599691
29/01/2015;Egyptians;institutions;Sell;13120697;81129631
02/01/2015;Foreigners;Retail;Buy;369597;1806053
02/01/2015;Foreigners;Retail;Sell;1234553;3032726
02/01/2015;Foreigners;institutions;Buy;5767591;74127646
02/01/2015;Foreigners;institutions;Sell;2842171;64760300
02/01/2015;Arabs;Retail;Buy;2833356;9855449
02/01/2015;Arabs;Retail;Sell;2317143;12989374
02/01/2015;Arabs;institutions;Buy;3266978;16203308
02/01/2015;Arabs;institutions;Sell;1512688;12791558
02/01/2015;Egyptians;Retail;Buy;91469544;311635159
02/01/2015;Egyptians;Retail;Sell;90210279;301672620
02/01/2015;Egyptians;institutions;Buy;17225505;99400966
02/01/2015;Egyptians;institutions;Sell;22815737;117782002
02/02/2015;Foreigners;Retail;Buy;51200;231400
02/02/2015;Foreigners;Retail;Sell;92619;663056
02/02/2015;Foreigners;institutions;Buy;3004880;43917880
02/02/2015;Foreigners;institutions;Sell;2612467;34436783
02/02/2015;Arabs;Retail;Buy;4483501;10576567
02/02/2015;Arabs;Retail;Sell;5181111;12836031
02/02/2015;Arabs;institutions;Buy;1391964;12565128
02/02/2015;Arabs;institutions;Sell;255061;1747844
02/02/2015;Egyptians;Retail;Buy;50684216;190686076
02/02/2015;Egyptians;Retail;Sell;48881888;168925328
02/02/2015;Egyptians;institutions;Buy;10920867;59334652
02/02/2015;Egyptians;institutions;Sell;13513482;98702662
02/03/2015;Foreigners;Retail;Buy;854797;5307672
02/03/2015;Foreigners;Retail;Sell;1120119;5616264
02/03/2015;Foreigners;institutions;Buy;72818582;12764235711
02/03/2015;Foreigners;institutions;Sell;69007245;12756170137
02/03/2015;Arabs;Retail;Buy;13882221;39014411
02/03/2015;Arabs;Retail;Sell;10084464;43392167
02/03/2015;Arabs;institutions;Buy;5366928;36337209
02/03/2015;Arabs;institutions;Sell;4553889;28850603
02/03/2015;Egyptians;Retail;Buy;125973098;471144992
02/03/2015;Egyptians;Retail;Sell;132321769;516712841
02/03/2015;Egyptians;institutions;Buy;31587410;170243882
02/03/2015;Egyptians;institutions;Sell;33395550;135541864
02/04/2015;Foreigners;Retail;Buy;1249525;3629798
02/04/2015;Foreigners;Retail;Sell;884854;2850539
02/04/2015;Foreigners;institutions;Buy;8273679;95094598
02/04/2015;Foreigners;institutions;Sell;7584869;99063537
02/04/2015;Arabs;Retail;Buy;11791181;40992839
02/04/2015;Arabs;Retail;Sell;6901844;30048910
02/04/2015;Arabs;institutions;Buy;2806544;29211803
02/04/2015;Arabs;institutions;Sell;6699485;55923715
02/04/2015;Egyptians;Retail;Buy;106870727;416478661
02/04/2015;Egyptians;Retail;Sell;104769013;426592858
02/04/2015;Egyptians;institutions;Buy;29593059;279973129
02/04/2015;Egyptians;institutions;Sell;33744650;250901268
02/05/2015;Foreigners;Retail;Buy;691825;2468917
02/05/2015;Foreigners;Retail;Sell;374996;1934956
02/05/2015;Foreigners;institutions;Buy;5243081;71742181
02/05/2015;Foreigners;institutions;Sell;4693786;68447301
02/05/2015;Arabs;Retail;Buy;6271175;30405397
02/05/2015;Arabs;Retail;Sell;4865455;18915388
02/05/2015;Arabs;institutions;Buy;1149858;6501423
02/05/2015;Arabs;institutions;Sell;1733034;19351360
02/05/2015;Egyptians;Retail;Buy;97465750;396411735
02/05/2015;Egyptians;Retail;Sell;68320969;301108867
02/05/2015;Egyptians;institutions;Buy;13523164;123241807
02/05/2015;Egyptians;institutions;Sell;44356613;221013588
02/08/2015;Foreigners;Retail;Buy;1043900;4945586
02/08/2015;Foreigners;Retail;Sell;629542;3595177
02/08/2015;Foreigners;institutions;Buy;1471457;8678203
02/08/2015;Foreigners;institutions;Sell;1949960;27052016
02/08/2015;Arabs;Retail;Buy;5798725;17513428
02/08/2015;Arabs;Retail;Sell;3848250;12139178
02/08/2015;Arabs;institutions;Buy;1043556;11712208
02/08/2015;Arabs;institutions;Sell;1790590;28257211
02/08/2015;Egyptians;Retail;Buy;78998404;315640635
02/08/2015;Egyptians;Retail;Sell;73155078;296827398
02/08/2015;Egyptians;institutions;Buy;10166365;123854092
02/08/2015;Egyptians;institutions;Sell;17148987;114473172
02/09/2015;Foreigners;Retail;Buy;210376;1622255
02/09/2015;Foreigners;Retail;Sell;766054;3206322
02/09/2015;Foreigners;institutions;Buy;4998745;110748078
02/09/2015;Foreigners;institutions;Sell;5120120;92726940
02/09/2015;Arabs;Retail;Buy;13736466;83294001
02/09/2015;Arabs;Retail;Sell;7962675;36414546
02/09/2015;Arabs;institutions;Buy;885901;9351653
02/09/2015;Arabs;institutions;Sell;2057551;32372359
02/09/2015;Egyptians;Retail;Buy;96624090;380638326
02/09/2015;Egyptians;Retail;Sell;90096180;347370399
02/09/2015;Egyptians;institutions;Buy;6504558;58727706
02/09/2015;Egyptians;institutions;Sell;16957556;132291452
02/10/2015;Foreigners;Retail;Buy;1002450;6439647
02/10/2015;Foreigners;Retail;Sell;1127512;5379082
02/10/2015;Foreigners;institutions;Buy;7237949;71346123
02/10/2015;Foreigners;institutions;Sell;17084518;74241130
02/10/2015;Arabs;Retail;Buy;8911810;37435636
02/10/2015;Arabs;Retail;Sell;9235378;42708704
02/10/2015;Arabs;institutions;Buy;3100273;17382919
02/10/2015;Arabs;institutions;Sell;6697531;19380901
02/10/2015;Egyptians;Retail;Buy;131829123;416998771
02/10/2015;Egyptians;Retail;Sell;92848801;366443244
02/10/2015;Egyptians;institutions;Buy;11144887;77472889
02/10/2015;Egyptians;institutions;Sell;36232752;118922925
02/11/2015;Foreigners;Retail;Buy;274404;2447439
02/11/2015;Foreigners;Retail;Sell;120451;399861
02/11/2015;Foreigners;institutions;Buy;8012935;105819545
02/11/2015;Foreigners;institutions;Sell;10625352;112315412
02/11/2015;Arabs;Retail;Buy;6226343;19560035
02/11/2015;Arabs;Retail;Sell;7151986;37844877
02/11/2015;Arabs;institutions;Buy;2299280;6547396
02/11/2015;Arabs;institutions;Sell;2338562;17822046
02/11/2015;Egyptians;Retail;Buy;108934476;364455650
02/11/2015;Egyptians;Retail;Sell;81348583;277954241
02/11/2015;Egyptians;institutions;Buy;12697142;93609410
02/11/2015;Egyptians;institutions;Sell;36859646;146103038
02/12/2015;Foreigners;Retail;Buy;451700;2481732
02/12/2015;Foreigners;Retail;Sell;216000;1433782
02/12/2015;Foreigners;institutions;Buy;6639895;116256400
02/12/2015;Foreigners;institutions;Sell;7429542;113462583
02/12/2015;Arabs;Retail;Buy;3783154;14622990
02/12/2015;Arabs;Retail;Sell;3442966;27528576
02/12/2015;Arabs;institutions;Buy;1668592;9775858
02/12/2015;Arabs;institutions;Sell;4144134;25584295
02/12/2015;Egyptians;Retail;Buy;87227881;303377130
02/12/2015;Egyptians;Retail;Sell;78805082;278053635
02/12/2015;Egyptians;institutions;Buy;14349899;94245075
02/12/2015;Egyptians;institutions;Sell;20083397;94696314
15/02/2015;Foreigners;Retail;Buy;166939;1491573
15/02/2015;Foreigners;Retail;Sell;184750;1442437
15/02/2015;Foreigners;institutions;Buy;1545220;28166956
15/02/2015;Foreigners;institutions;Sell;4381038;57263983
15/02/2015;Arabs;Retail;Buy;8562538;17995056
15/02/2015;Arabs;Retail;Sell;3373266;16394775
15/02/2015;Arabs;institutions;Buy;735132;3769527
15/02/2015;Arabs;institutions;Sell;428000;2144728
15/02/2015;Egyptians;Retail;Buy;47958838;185755851
15/02/2015;Egyptians;Retail;Sell;48584991;214661361
15/02/2015;Egyptians;institutions;Buy;11200373;111816696
15/02/2015;Egyptians;institutions;Sell;13216995;57088375
16/02/2015;Foreigners;Retail;Buy;289228;2254549
16/02/2015;Foreigners;Retail;Sell;612577;2724973
16/02/2015;Foreigners;institutions;Buy;3589730;75396676
16/02/2015;Foreigners;institutions;Sell;4788823;112729300
16/02/2015;Arabs;Retail;Buy;4155124;15118633
16/02/2015;Arabs;Retail;Sell;3162988;14887833
16/02/2015;Arabs;institutions;Buy;1596288;15692294
16/02/2015;Arabs;institutions;Sell;1701888;6945329
16/02/2015;Egyptians;Retail;Buy;106342849;339574096
16/02/2015;Egyptians;Retail;Sell;94978411;314855792
16/02/2015;Egyptians;institutions;Buy;13525570;123977273
16/02/2015;Egyptians;institutions;Sell;24254102;119870295
17/02/2015;Foreigners;Retail;Buy;352651;1207463
17/02/2015;Foreigners;Retail;Sell;269156;1023498
17/02/2015;Foreigners;institutions;Buy;19457783;128397608
17/02/2015;Foreigners;institutions;Sell;7547588;92587387
17/02/2015;Arabs;Retail;Buy;5896165;13790740
17/02/2015;Arabs;Retail;Sell;8618200;25467545
17/02/2015;Arabs;institutions;Buy;3145690;14461545
17/02/2015;Arabs;institutions;Sell;2092867;10391165
17/02/2015;Egyptians;Retail;Buy;129066776;382923484
17/02/2015;Egyptians;Retail;Sell;112199311;354742770
17/02/2015;Egyptians;institutions;Buy;23454675;116181286
17/02/2015;Egyptians;institutions;Sell;50646618;172749762
18/02/2015;Foreigners;Retail;Buy;205450;1367177
18/02/2015;Foreigners;Retail;Sell;317084;2741387
18/02/2015;Foreigners;institutions;Buy;7580385;153746223
18/02/2015;Foreigners;institutions;Sell;6466108;96584367
18/02/2015;Arabs;Retail;Buy;5873598;18703992
18/02/2015;Arabs;Retail;Sell;4520540;17615751
18/02/2015;Arabs;institutions;Buy;1401200;14018736
18/02/2015;Arabs;institutions;Sell;487647;4062126
18/02/2015;Egyptians;Retail;Buy;83185622;271070672
18/02/2015;Egyptians;Retail;Sell;80839477;253729195
18/02/2015;Egyptians;institutions;Buy;12775241;41192364
18/02/2015;Egyptians;institutions;Sell;18390640;125366338
19/02/2015;Foreigners;Retail;Buy;103000;1234840
19/02/2015;Foreigners;Retail;Sell;289500;1745239
19/02/2015;Foreigners;institutions;Buy;10259090;141481252
19/02/2015;Foreigners;institutions;Sell;3635006;49521239
19/02/2015;Arabs;Retail;Buy;5004374;12359966
19/02/2015;Arabs;Retail;Sell;4037424;8213890
19/02/2015;Arabs;institutions;Buy;1645160;9901163
19/02/2015;Arabs;institutions;Sell;1797767;6158734
19/02/2015;Egyptians;Retail;Buy;93308916;295246275
19/02/2015;Egyptians;Retail;Sell;91151442;284540557
19/02/2015;Egyptians;institutions;Buy;14872579;49335580
19/02/2015;Egyptians;institutions;Sell;24281980;159379417
22/02/2015;Foreigners;Retail;Buy;8842;131560
22/02/2015;Foreigners;Retail;Sell;78000;1028155
22/02/2015;Foreigners;institutions;Buy;1526659;15453555
22/02/2015;Foreigners;institutions;Sell;9434388;17658129
22/02/2015;Arabs;Retail;Buy;3992365;9759924
22/02/2015;Arabs;Retail;Sell;3231399;9130799
22/02/2015;Arabs;institutions;Buy;685598;3032807
22/02/2015;Arabs;institutions;Sell;28213;217864
22/02/2015;Egyptians;Retail;Buy;54415850;132242228
22/02/2015;Egyptians;Retail;Sell;48069586;137217505
22/02/2015;Egyptians;institutions;Buy;9583117;32047289
22/02/2015;Egyptians;institutions;Sell;9370845;27414911
23/02/2015;Foreigners;Retail;Buy;1276490;3364185
23/02/2015;Foreigners;Retail;Sell;1237890;2245100
23/02/2015;Foreigners;institutions;Buy;8216332;160261089
23/02/2015;Foreigners;institutions;Sell;40293860;142314715
23/02/2015;Arabs;Retail;Buy;7678224;19257834
23/02/2015;Arabs;Retail;Sell;6865921;20279360
23/02/2015;Arabs;institutions;Buy;2178117;7672494
23/02/2015;Arabs;institutions;Sell;1151961;16815976
23/02/2015;Egyptians;Retail;Buy;164770685;378257602
23/02/2015;Egyptians;Retail;Sell;118329175;333087578
23/02/2015;Egyptians;institutions;Buy;14870071;54875534
23/02/2015;Egyptians;institutions;Sell;31111112;108946008
24/02/2015;Foreigners;Retail;Buy;277458;595588
24/02/2015;Foreigners;Retail;Sell;5358;6000
24/02/2015;Foreigners;institutions;Buy;6693373;92200856
24/02/2015;Foreigners;institutions;Sell;5932888;73981041
24/02/2015;Arabs;Retail;Buy;6589038;11169096
24/02/2015;Arabs;Retail;Sell;5868840;12299797
24/02/2015;Arabs;institutions;Buy;361197;6802042
24/02/2015;Arabs;institutions;Sell;200265;6299517
24/02/2015;Egyptians;Retail;Buy;60343540;175428198
24/02/2015;Egyptians;Retail;Sell;58488817;182851528
24/02/2015;Egyptians;institutions;Buy;5912676;29623578
24/02/2015;Egyptians;institutions;Sell;9681114;40381474
25/02/2015;Foreigners;Retail;Buy;256458;591159
25/02/2015;Foreigners;Retail;Sell;211381;467320
25/02/2015;Foreigners;institutions;Buy;1684682;57357201
25/02/2015;Foreigners;institutions;Sell;1424761;54100641
25/02/2015;Arabs;Retail;Buy;1949081;3144910
25/02/2015;Arabs;Retail;Sell;3624177;12273512
25/02/2015;Arabs;institutions;Buy;269627;1727558
25/02/2015;Arabs;institutions;Sell;32774;1890191
